,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
4778,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,"Not bad, second glass",white
4779,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,"Not bad, second glass",white
4780,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,"Not bad, second glass",white
4781,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,"Not bad, second glass",white
4782,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,"Not bad, second glass",white
4783,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,"Not bad, second glass",white
4784,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,"Not bad, second glass",white
4785,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,"Not bad, second glass",white
4797,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,"Not bad, second glass",white
4786,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,"Not bad, second glass",white
4788,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,"Not bad, second glass",white
4789,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,"Not bad, second glass",white
4790,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,"Not bad, second glass",white
4791,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,"Not bad, second glass",white
4792,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,"Not bad, second glass",white
4793,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,"Not bad, second glass",white
4794,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,"Not bad, second glass",white
4795,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,"Not bad, second glass",white
4787,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,"Not bad, second glass",white
4819,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,"Not bad, second glass",white
4820,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,"Not bad, second glass",white
4821,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"Not bad, second glass",white
4845,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"Not bad, second glass",white
4846,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,"Not bad, second glass",white
4847,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"Not bad, second glass",white
4848,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,"Not bad, second glass",white
4849,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,"Not bad, second glass",white
4850,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,"Not bad, second glass",white
4851,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,"Not bad, second glass",white
4852,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,"Not bad, second glass",white
4844,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,"Not bad, second glass",white
4853,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,"Not bad, second glass",white
4855,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,"Not bad, second glass",white
4856,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,"Not bad, second glass",white
4857,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,"Not bad, second glass",white
4858,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,"Not bad, second glass",white
4859,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,"Not bad, second glass",white
4860,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,"Not bad, second glass",white
4861,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,"Not bad, second glass",white
4862,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,"Not bad, second glass",white
4854,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,"Not bad, second glass",white
4843,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,"Not bad, second glass",white
4842,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,"Not bad, second glass",white
4841,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,"Not bad, second glass",white
4822,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,"Not bad, second glass",white
4823,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,"Not bad, second glass",white
4824,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"Not bad, second glass",white
4825,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,"Not bad, second glass",white
4826,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,"Not bad, second glass",white
4827,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,"Not bad, second glass",white
4828,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,"Not bad, second glass",white
4829,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,"Not bad, second glass",white
4830,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,"Not bad, second glass",white
4831,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,"Not bad, second glass",white
4832,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,"Not bad, second glass",white
4833,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,"Not bad, second glass",white
4834,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,"Not bad, second glass",white
4835,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,"Not bad, second glass",white
4836,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,"Not bad, second glass",white
4837,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,"Not bad, second glass",white
4838,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,"Not bad, second glass",white
4839,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,"Not bad, second glass",white
4840,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,"Not bad, second glass",white
4777,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,"Not bad, second glass",white
4864,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,"Not bad, second glass",white
4776,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,"Not bad, second glass",white
4774,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,"Not bad, second glass",white
4711,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,"Not bad, second glass",white
4712,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"Not bad, second glass",white
4713,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,"Not bad, second glass",white
4714,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,"Not bad, second glass",white
4715,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,"Not bad, second glass",white
4716,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,"Not bad, second glass",white
4717,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,"Not bad, second glass",white
4718,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,"Not bad, second glass",white
4710,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,"Not bad, second glass",white
4719,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,"Not bad, second glass",white
4721,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,"Not bad, second glass",white
4722,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,"Not bad, second glass",white
4723,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,"Not bad, second glass",white
4724,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,"Not bad, second glass",white
4725,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,"Not bad, second glass",white
4726,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,"Not bad, second glass",white
4727,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,"Not bad, second glass",white
4728,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,"Not bad, second glass",white
4720,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,"Not bad, second glass",white
4729,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,"Not bad, second glass",white
4709,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"Not bad, second glass",white
4707,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,"Not bad, second glass",white
4689,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,"Not bad, second glass",white
4690,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,"Not bad, second glass",white
4691,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,"Not bad, second glass",white
4692,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,"Not bad, second glass",white
4693,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,"Not bad, second glass",white
4694,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,"Not bad, second glass",white
4695,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,"Not bad, second glass",white
4696,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,"Not bad, second glass",white
4708,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,"Not bad, second glass",white
4697,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,"Not bad, second glass",white
4699,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,"Not bad, second glass",white
4700,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,"Not bad, second glass",white
4701,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,"Not bad, second glass",white
4702,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,"Not bad, second glass",white
4703,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,"Not bad, second glass",white
4704,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,"Not bad, second glass",white
4705,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,"Not bad, second glass",white
4706,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,"Not bad, second glass",white
4698,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,"Not bad, second glass",white
4730,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,"Not bad, second glass",white
4731,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,"Not bad, second glass",white
4732,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,"Not bad, second glass",white
4756,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,"Not bad, second glass",white
4757,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,"Not bad, second glass",white
4758,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,"Not bad, second glass",white
4759,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,"Not bad, second glass",white
4760,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,"Not bad, second glass",white
4761,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,"Not bad, second glass",white
4762,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,"Not bad, second glass",white
4763,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,"Not bad, second glass",white
4755,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,"Not bad, second glass",white
4764,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,"Not bad, second glass",white
4766,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,"Not bad, second glass",white
4767,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,"Not bad, second glass",white
4768,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,"Not bad, second glass",white
4769,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,"Not bad, second glass",white
4770,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,"Not bad, second glass",white
4771,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,"Not bad, second glass",white
4772,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,"Not bad, second glass",white
4773,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,"Not bad, second glass",white
4765,7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,"Not bad, second glass",white
4754,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,"Not bad, second glass",white
4753,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,"Not bad, second glass",white
4752,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,"Not bad, second glass",white
4733,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,"Not bad, second glass",white
4734,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,"Not bad, second glass",white
4735,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,"Not bad, second glass",white
4736,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,"Not bad, second glass",white
4737,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,"Not bad, second glass",white
4738,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,"Not bad, second glass",white
4739,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"Not bad, second glass",white
4740,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,"Not bad, second glass",white
4741,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,"Not bad, second glass",white
4742,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,"Not bad, second glass",white
4743,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,"Not bad, second glass",white
4744,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,"Not bad, second glass",white
4745,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,"Not bad, second glass",white
4746,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,"Not bad, second glass",white
4747,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,"Not bad, second glass",white
4748,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,"Not bad, second glass",white
4749,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,"Not bad, second glass",white
4750,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,"Not bad, second glass",white
4751,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,"Not bad, second glass",white
4775,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,"Not bad, second glass",white
3801,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,"Not bad, second glass",red
6024,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,"Not bad, second glass",white
3799,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,"Not bad, second glass",red
5784,6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,"Not bad, second glass",white
5783,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"Not bad, second glass",white
5782,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,"Not bad, second glass",white
5781,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,"Not bad, second glass",white
5780,6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,"Not bad, second glass",white
5779,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,"Not bad, second glass",white
5778,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"Not bad, second glass",white
5777,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,"Not bad, second glass",white
5785,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,"Not bad, second glass",white
5776,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,"Not bad, second glass",white
5774,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,"Not bad, second glass",white
5773,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"Not bad, second glass",white
5772,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"Not bad, second glass",white
5771,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"Not bad, second glass",white
5770,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"Not bad, second glass",white
5769,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"Not bad, second glass",white
5768,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"Not bad, second glass",white
5767,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,"Not bad, second glass",white
5775,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"Not bad, second glass",white
5766,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"Not bad, second glass",white
5786,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"Not bad, second glass",white
5788,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,"Not bad, second glass",white
5806,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,"Not bad, second glass",white
5805,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,"Not bad, second glass",white
5804,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,"Not bad, second glass",white
5803,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,"Not bad, second glass",white
5802,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,"Not bad, second glass",white
5801,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"Not bad, second glass",white
5800,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"Not bad, second glass",white
5799,7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,"Not bad, second glass",white
5787,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,"Not bad, second glass",white
5798,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"Not bad, second glass",white
5796,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,"Not bad, second glass",white
5795,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"Not bad, second glass",white
5794,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"Not bad, second glass",white
5793,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"Not bad, second glass",white
5792,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Not bad, second glass",white
5791,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Not bad, second glass",white
5790,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,"Not bad, second glass",white
5789,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,"Not bad, second glass",white
5797,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Not bad, second glass",white
5807,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,"Not bad, second glass",white
5765,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,"Not bad, second glass",white
5763,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"Not bad, second glass",white
5740,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,"Not bad, second glass",white
5739,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,"Not bad, second glass",white
5738,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,"Not bad, second glass",white
5737,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,"Not bad, second glass",white
5736,6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,"Not bad, second glass",white
5735,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,"Not bad, second glass",white
5734,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,"Not bad, second glass",white
5733,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"Not bad, second glass",white
5741,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,"Not bad, second glass",white
5732,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,"Not bad, second glass",white
5730,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"Not bad, second glass",white
5729,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,"Not bad, second glass",white
5728,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,"Not bad, second glass",white
5727,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,"Not bad, second glass",white
5726,6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,"Not bad, second glass",white
5725,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,"Not bad, second glass",white
5724,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,"Not bad, second glass",white
5723,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,"Not bad, second glass",white
5731,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,"Not bad, second glass",white
5764,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,"Not bad, second glass",white
5742,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,"Not bad, second glass",white
5744,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,"Not bad, second glass",white
5762,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"Not bad, second glass",white
5761,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,"Not bad, second glass",white
5760,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,"Not bad, second glass",white
5759,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,"Not bad, second glass",white
5758,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"Not bad, second glass",white
5757,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,"Not bad, second glass",white
5756,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"Not bad, second glass",white
5755,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"Not bad, second glass",white
5743,7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,"Not bad, second glass",white
5754,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"Not bad, second glass",white
5752,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,"Not bad, second glass",white
5751,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"Not bad, second glass",white
5750,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"Not bad, second glass",white
5749,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"Not bad, second glass",white
5748,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"Not bad, second glass",white
5747,6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,"Not bad, second glass",white
5746,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,"Not bad, second glass",white
5745,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,"Not bad, second glass",white
5753,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"Not bad, second glass",white
5808,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,"Not bad, second glass",white
5809,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,"Not bad, second glass",white
5810,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,"Not bad, second glass",white
5873,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,"Not bad, second glass",white
5872,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,"Not bad, second glass",white
5871,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Not bad, second glass",white
5870,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,"Not bad, second glass",white
5869,6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,"Not bad, second glass",white
5868,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Not bad, second glass",white
5867,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,"Not bad, second glass",white
5866,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,"Not bad, second glass",white
